Usage_ID,Account,TS,Service,SKU,Usage,Unit,Cost,Currency,Region,Free_Tier_Flag,Tag_Owner,Tag_Env,Resource_ID,Ticket_ID,Ticket_Text,Incident_ID,Price_Version,Pricing_Type,Department,Project,SLA_Event,Log_Skew_Seconds,FX_Rate,Purchase_Type,Anomaly_Flag,Duplicate_Flag,Cost_Allocation_Valid
U27680,ACCT006,2025-06-16 19:02:00,Security,vmstd4,201299,minutes,9233.03,,ca-central-1,freetier,team_ml,dev,na,TICKET-4018,support contact Sara Chen,N/A,V1,RESERVED,DATA_SCIENCE,DELTA,true,389,83.07,RESERVED,,,
U25301,Acct-015,2026-01-29 12:36:00+00:00,Security,Vm.BASIC.8,"288,404",minutes,"€4,744.63",usd,ap_south_1,NONE,N/A,stage,RES-DB-340,T-7807,Billing dispute from sara.c@corp.net,INC7750,V1,on_demand,FIN,PROJ-ALPHA,n,30,N/A,ON_DEMAND,,,
U27276,Acct-037,2025-01-22 00:00:00-08:00,ML & AI,VM-PREM-2,299773,minute,₹1326.01,usd,ap-southeast-1,free_tier,DEVOPS,Dev,RES-K8S.096,tkt-8301,System alert: CPU spike on resource,INC8419,V2,Reserved,engineering,alpha,,178,na,ON_DEMAND,,,
U23860,  ACCT-050  ,2025-11-28 23:15:00+00:00,Database,VM_STD_16,317993,min,USD 891.66,INR₹,EU-CENTRAL-1,N/A,Team-BACKEND,,RES-K8S423,,Access denied for user Sara Chen,N/A,2025-q4,RI,FINANCE,proj-alpha,yes,-363,103.91,RESERVED,,,
U23814,ACCT012,2025-06-19 12:53:00-08:00,Compute,VM_PREM_8,12427,hour,$127.04,usd,AP-SOUTH-1,CREDIT,na,Testing,res-vm708,TICKET-2091,Customer Sara Chen raised billing issue,INC-4029,V1,N/A,ENGINEERING,alpha,no,-71,83.22,ON_DEMAND,,,
U26773,  ACCT-010  ,13-01-2025 13:53:00,Serverless,VM-basic-2,327555,hours,INR8986.67,Us Dollar,ca-central-1,free-tier,N/A,TEST,res-vm.135,N/A,Billing dispute from neha.g@company.in,Incident-3807,v3,Reserve,UNKNOWN,PROJ-ALPHA,n,-203,,RESERVED,,,
U21657,ACCT015,2026-01-31T05:35:00+05:30,ML & AI,vm-prem-4,257355,hour,5946.13,,United States East,N/A,data,,na,ticket8074,Incident follow-up for Arjun Sharma,INCI_3419,V2.0,On-Demand,Operations,proj-alpha,Yes,-89080,104.09,ON_DEMAND,,,
U24095,acct-033,2025-08-06 25:01,CDN,VM_prem_2,351565,second,USD 6680.14,INR₹,EU Central,Credit,team_finops,Dev,RES_LB_443,tkt-3264,System alert: CPU spike on resource,N/A,v2,reserved,unknown,na,yes,-42,88.36,ON_DEMAND,,,
U28735,  ACCT-044  ,2025-08-03 16:34:00-08:00,Storage,Vmbasic4,310729,min,"INR9,057.28",,ca central 1,credit,grp-devops,N/A,,TICKET-4901,Incident follow-up for Kevin Park,INCI_2178,v2,OD,ENG,,no,-475,89.36,ON_DEMAND,,,
U22433,acct-0044,2025-06-12 04:55:00+00:00,Serverless,vmprem4,42563,hr,USD 537.27,eur,eu-central-1,NONE,grp-backend,prod,RES-DB.186,t-1536,Customer Sara Chen raised billing issue,Incident-3205,2025-Q4,on_demand,Finance,Delta,NO,-72876,104.7,ON_DEMAND,,,
U23665,ACCT-014,2025-04-24 00:31:00+00:00,Security,Vmprem2,"13,153",minutes,$3121.83,usd,eu-central-1,free_tier,,Production,,ticket1550,Ticket raised by Kevin Park (neha.g@company.in),INCI_1662,N/A,ondemand,product,proj-alpha,0,-212,82.13,ON_DEMAND,,,
U27144,  ACCT-044  ,01-12-2025 14:52:00,Compute,VM.BASIC.4,"36,511",hours,"$3,133.87",eur,Singapore,free_tier,security,DEV,RES-FUNC162,tkt-3385,Automated: Disk I/O anomaly detected,incident-6324,v3,Reserve,XYZ999,Beta,No,317,N/A,ON_DEMAND,,,
U29757,acct003,2026-02-20T13:54:00+05:30,Serverless,VM.BASIC.8,213619,minute,₹4195.18,Us Dollar,EU-CENTRAL-1,free_tier,grp-frontend,staging,RES_LB525,TICKET-3745,Incident follow-up for Sara Chen,Incident-6585,v1,Spot,engineering,EPSILON,True,252,na,SPOT,,,
U26431-DUP,  ACCT-013  ,2025-11-09 00:24:00-08:00,Containers,VMprem4,11459,seconds,INR3987.03,eur,us-east-1,FreeTier,team-frontend,production,RES-DB-574,N/A,System alert: CPU spike on resource,INCI_4899,V1,ondemand,UNKNOWN,alpha,Y,58,,ON_DEMAND,,,
U28043,acct-0043,2025/01/22 13:27,Storage,VMprem4,"20,420",minutes,"€8,536.49",INR,ca_central_1,free-tier,team-data,stage,res-k8s-node-231,ticket6949,Ticket raised by Arjun Sharma (neha.g@company.in),,V1.0,OD,fin,Proj-Beta,TRUE,234,83.73,ON_DEMAND,,,
U27581,acct035,13-08-2025 09:16:00,Storage,VM.STD.2,"350,963",seconds,€9687.05,INR₹,AP-SOUTH-1,FreeTier,team_frontend,staging,N/A,Ticket-7674,Auto ticket: Memory utilization high,N/A,v1.0,on-demand,Operations,alpha,No,-295,N/A,SPOT,,,
U21372,  ACCT-049  ,2026-01-03 22:38:00+00:00,ML & AI,vm-Std-4,"204,782",hr,"€3,103.30",Us Dollar,USEast1,N/A,na,,na,T-8539,Billing dispute from arjun.s@corp.com,incident-6663,2025-Q1,Reserved,XYZ999,proj_alpha,0,-381,89.25,SPOT,,,
U22485,ACCT020,2026/01/27 05:30,ML & AI,VM-basic-16,51614,hr,USD 239.88,,United States East,FreeTier,team-devops,Production,RES-K8S743,N/A,Access denied for user Kevin Park,,v1,ri,DS,epsilon,no,153,104.96,ON_DEMAND,,,
U23348,ACCT019,14-11-2025 04:44:00,Compute,vmBASIC8,16203,second,"8,975.61",Us Dollar,eu-central-1,freetier,N/A,DEV,res-vm_150,tkt-3558,"Neha Gupta, 89012345 reported latency",incident-8653,1,Spot,FIN,beta,y,382,106.37,RESERVED,,,
U27242,  ACCT-010  ,2026-02-03 14:09:00-08:00,ML & AI,VM.std.8,"142,246",sec,USD 6454.42,inr,ap_southeast_1,none,,development,RES-DB_166,N/A,"Neha Gupta, 04412345678 reported latency",Incident-7970,v3,Reserve,prod,Beta,false,259,82.6,SPOT,,,
U22696,acct-006,2025-01-01 09:48:00-08:00,Containers,VMBASIC2,"88,242",minute,"$6,203.88",na,Singapore,freetier,team_ml,production,,tkt-6263,support contact Arjun Sharma,,v1,Spot,XYZ999,N/A,n,-2,N/A,ON_DEMAND,,,
U20189,Acct-038,12-11-2025 09:26:00,ML & AI,VMPREM4,1998,hr,₹6239.38,INR₹,CA-CENTRAL,FreeTier,team-ml,STAGING,RES-VM_011,,Customer Neha Gupta raised billing issue,N/A,v3,ON-DEMAND,engineering,PROJ_BETA,true,-276,na,RESERVED,,,
U23338,ACCT_015,20-09-2025 03:48:00,ML & AI,vm.basic.16,120826,second,"₹3,109.53",inr,CA-CENTRAL,Credit,N/A,production,res-db.557,N/A,support contact Carlos Rivera,INC-8281,v2,on_demand,Finance,alpha,false,383,83.62,SPOT,,,
U27261,acct022,04/30/2025 05:23,Networking,vm.basic.2,125639,hour,7937.57,na,USEast1,CREDIT,security,stage,vm_986,t-7810,Incident follow-up for Sara Chen,INCI_7183,2025-Q1,on-demand,Ops,proj-epsilon,No,73,na,ON_DEMAND,,,
U24933,acct016,01/26/2025 01:02,Serverless,VM.prem.2,225297,minutes,₹2015.90,N/A,ap-south-1,free_tier,grp-devops,development,res-lb-tcp055,N/A,"Neha Gupta, 04412345678 reported latency",,V1.0,,PRODUCT,proj_delta,true,141,105.9,ON_DEMAND,,,
U27532,  ACCT-027  ,02/04/2026 22:26,Networking,VM-basic-4,223599,sec,€3629.68,inr,ap south 1,credit,team-data,staging,na,,System alert: CPU spike on resource,N/A,V3,RI,FIN,Epsilon,0,-154,N/A,SPOT,,,
U29558,acct-025,2025/12/07 08:15,Networking,VMbasic2,129054,hour,"2,784.92",INR,eu-central1,credit,team-frontend,DEV,res-lb-tcp-631,tkt-1625,Billing dispute from carlos.r@firm.co,incident-6376,V1.0,ON-DEMAND,operations,na,False,138,,ON_DEMAND,,,
U22211,acct-045,2025-05-13 01:46:00-08:00,Containers,vmStd4,160170,hour,"USD 1,698.41",inr,us-east-1,none,sre,Prod,RES-DB459,ticket2736,Incident follow-up for Carlos Rivera,incident-5339,V2,reserved,N/A,DELTA,N,-423,88.29,ON_DEMAND,,,
U22991,  ACCT-007  ,2026-02-23 25:52,Containers,vm_STD_16,176690,hrs,"5,507.37",eur,AP-SOUTH-1,freetier,team_security,test,res-lb-tcp.269,t-4657,"Neha Gupta, 04412345678 reported latency",INC-5926,2025-Q1,on_demand,FIN,DELTA,NO,-434,N/A,ON_DEMAND,,,
U29433,acct032,2025-03-03 05:09:00-08:00,Analytics,VM.Std.2,348872,seconds,$6019.52,Us Dollar,CA-CENTRAL,N/A,grp-frontend,TEST,RES-K8S-865,TKT-5774,Customer Sara Chen raised billing issue,incident-7708,V1,,prod,proj-beta,True,-469,na,ON_DEMAND,,,
U26406,acct-0023,10/11/2025 09:50,Containers,Vm.basic.2,168957,hours,"INR2,387.42",usd,us east 1,credit,N/A,PROD,RES-FUNC_246,ticket1503,Incident follow-up for Neha Gupta,INC-5521,,On-Demand,Product,proj_delta,0,-337,83.21,RESERVED,,,
U26507,Acct-007,2026-02-26 25:14,Networking,VM-prem-4,"66,934",hours,₹9805.53,usd,us_east_1,None,Team-BACKEND,Prod,na,t-7290,System alert: CPU spike on resource,Incident-4527,v1,N/A,ops,beta,FALSE,233,89.64,ON_DEMAND,,,
U21871,ACCT020,2025-08-07 25:25,Networking,Vm.prem.2,186451,second,$1829.13,inr,United States East,,team-data,Staging,res-lb-tcp-430,TKT-5386,"Neha Gupta, +1-555-0192 reported latency",,2025-Q1,RI,ENG,N/A,Yes,-486,82.82,SPOT,,,
U29010,ACCT_004,2025-04-26 14:45:00+00:00,Networking,Vmstd2,"324,570",minute,₹3256.58,INR,eu-central-1,,finops,,N/A,,support contact Arjun Sharma,Incident-1478,V2,Spot,Finance,Beta,Yes,-124,91.42,SPOT,,,
U20961,ACCT_031,2025/08/10 19:30,Database,VM.basic.8,"126,633",hr,"€7,970.28",USD,ap_southeast_1,none,Team-FINOPS,production,res-func531,TICKET-8334,support contact Sara Chen,Incident-1348,v3,ON-DEMAND,Operations,proj_delta,false,-344,90.12,ON_DEMAND,,,
U25432,ACCT-024,2025-02-19 14:49:00,Serverless,VM_PREM_2,269784,minutes,€8106.16,inr,ap_south_1,credit,TEAM-DEVOPS,,res-func-886,TICKET-6919,Billing dispute from kevin.p@biz.org,INC9512,,on-demand,Engineering,N/A,no,-99,,ON_DEMAND,,,
U26668,ACCT009,2025-12-28 25:21,Security,vm.basic.16,186989,sec,USD 8625.09,usd,ap-southeast-1,freetier,N/A,TEST,res-db428,ticket4501,Automated: Disk I/O anomaly detected,INCI_2822,V3,on-demand,unknown,alpha,Yes,-169,90,RESERVED,,,
U28766,Acct-046,2025-01-21 13:58:00-08:00,Storage,vm-STD-4,"224,092",hours,"INR2,193.85",Us Dollar,ca-central-1,free-tier,DATA,prod,res-func-536,TICKET-7701,Incident follow-up for Kevin Park,INC1347,v3,ondemand,ops,Epsilon,yes,-261,91.64,ON_DEMAND,,,
U25671,acct012,2025-06-05 07:54:00-08:00,Database,VM_basic_2,108613,hr,"INR3,756.86",EUR,ap_south_1,Credit,TEAM-BACKEND,N/A,res-db044,TKT-7902,Billing dispute from sara.c@corp.net,incident-9558,v2,Preemptible,XYZ999,epsilon,False,-172,,RESERVED,,,
U25496,  ACCT-027  ,2026-01-12T13:48:00+05:30,Networking,vm.Std.8,"124,596",hrs,INR2839.12,Us Dollar,US-EAST-1,freetier,N/A,TEST,N/A,T-4294,"Neha Gupta, 89012345 reported latency",INCI_5438,v1.0,preemptible,na,proj-delta,,352,103.67,ON_DEMAND,,,
U25272,acct-0008,19-12-2025 09:40:00,Compute,vm_basic_8,237524,hrs,INR502.73,USD,AP-SE-1,CREDIT,team-backend,Dev,RES-VM-045,TICKET-6089,Access denied for user Neha Gupta,Incident-6339,2025-q4,ondemand,finance,epsilon,Yes,-185,N/A,SPOT,,,
U29155,acct-017,2025-03-31 09:50:00+00:00,Containers,vm-STD-16,250907,minutes,"₹3,274.54",,ap-south-1,NONE,na,dev,res-vm360,Ticket-9998,Incident follow-up for Neha Gupta,INCI_2778,V2,RI,Finance,DELTA,N,-20596,,RESERVED,,,
U25059,acct017,2026-01-23T13:39:00+05:30,CDN,Vm-STD-16,"284,459",seconds,"€6,889.69",na,eucentral1,none,TEAM-SRE,Production,N/A,Ticket-4205,Billing dispute from neha.g@company.in,INC1027,1,on_demand,XYZ999,EPSILON,TRUE,-448,89.46,RESERVED,,,
U29157,ACCT_023,17-03-2025 09:30:00,Database,Vm.STD.8,26194,min,"€6,179.10",N/A,ap_south_1,NONE,SECURITY,DEV,na,ticket4971,Incident follow-up for Neha Gupta,,V1.0,RESERVED,DATA_SCIENCE,Epsilon,Y,-409,na,RESERVED,,,
U27534,Acct-050,04-01-2026 17:07:00,Storage,Vm.std.8,"105,086",seconds,"$5,221.12",N/A,eu-central-1,credit,,staging,N/A,Ticket-4170,System alert: CPU spike on resource,INCI_8193,V1.0,RESERVED,finance,proj_alpha,TRUE,18,N/A,ON_DEMAND,,,
U21889,acct-0016,16-07-2025 04:40:00,Storage,Vm.prem.8,"292,304",hr,"USD 3,493.84",na,Singapore,FreeTier,Team-FRONTEND,Dev,res-vm-959,N/A,Customer Arjun Sharma raised billing issue,Incident-4600,v1.0,spot,operations,PROJ_BETA,Y,187,106.21,ON_DEMAND,,,
U26531,acct028,2026-02-14 02:23:00-08:00,Serverless,VM_STD_16,"304,865",seconds,USD 11.30,INR,ca central 1,none,,production,res-vm-937,N/A,Incident follow-up for Kevin Park,,2025-q4,on_demand,OPS,proj-delta,True,-451,na,SPOT,,,
U20273,ACCT_041,06/26/2025 20:00,Containers,vm.prem.8,192617,min,5611.34,usd,ap_southeast_1,Credit,backend,dev,res-lb-tcp-270,,Access denied for user Kevin Park,INC8756,V2,on-demand,unknown,Proj-Beta,true,322,83.23,SPOT,,,
U22396,ACCT_041,11-05-2025 06:30:00,Containers,VM-Std-4,265670,minutes,"₹7,219.87",INR,ca_central_1,Credit,team_devops,TEST,RES-VM_904,N/A,Billing dispute from sara.c@corp.net,INC1199,v1,On-Demand,Data Science,EPSILON,Y,146,na,RESERVED,,,
U25613,acct-011,2025/01/05 14:38,CDN,VM_BASIC_4,178085,hour,₹8158.45,usd,ap_south_1,free-tier,team_sre,prod,res-db-131,ticket7559,Automated: Disk I/O anomaly detected,incident-1950,N/A,RESERVED,FIN,proj-beta,no,-333,89.4,ON_DEMAND,,,
U27237,Acct-032,06/12/2025 16:29,Networking,Vmstd16,45534,hours,INR1076.78,Us Dollar,ap-south1,Credit,N/A,Testing,res-vm.828,T-2018,Auto ticket: Memory utilization high,INCI_6765,,Preemptible,eng,N/A,Yes,-379,na,ON_DEMAND,,,
U22620,ACCT_033,2025-04-01 04:40:00+00:00,Containers,VM.prem.2,3015,minutes,"4,058.52",USD,eu-central1,none,na,na,RES-FUNC.433,ticket8025,Billing dispute from carlos.r@firm.co,N/A,V2,ri,ENG,na,yes,-106,90.36,ON_DEMAND,,,
U24099,Acct-014,02-06-2025 05:59:00,ML & AI,Vmstd2,86300,hr,INR7876.30,na,ap-south1,CREDIT,Team-SRE,N/A,res-k8s-node-245,N/A,Ticket raised by Kevin Park (kevin.p@biz.org),Incident-2936,v3,Preemptible,DATA_SCIENCE,DELTA,1,-216,N/A,ON_DEMAND,,,
U20171,ACCT-037,2025/10/10 02:58,Analytics,vmSTD16,346538,minute,$2548.97,USD,Asia Pacific (Mumbai),N/A,team_devops,dev,RES-FUNC-864,Ticket-2364,Ticket raised by Carlos Rivera (sara.c@corp.net),INCI_8371,2025-Q1,ri,XYZ999,proj-beta,true,264,N/A,ON_DEMAND,,,
U23787,  ACCT-037  ,2025/12/29 20:02,ML & AI,vmbasic8,70214,second,7107.34,USD,Singapore,NONE,TEAM-BACKEND,PROD,RES-FUNC.068,tkt-2521,Auto ticket: Memory utilization high,incident-1980,v2,RESERVED,Product,proj-delta,y,-113,105.01,ON_DEMAND,,,
U24469,ACCT047,2026-02-18T16:52:00+05:30,ML & AI,Vm.std.2,989003,min,"€6,764.80",usd,Asia Pacific (Mumbai),N/A,team_finops,production,RES_LB.880,T-9852,"Neha Gupta, 9876543210 reported latency",INC-9039,V2,ri,DATA_SCIENCE,proj_delta,false,388,,RESERVED,,,
U24716,ACCT020,2025-02-15 06:56:00-08:00,Database,VM_Std_8,"106,134",hours,INR8184.03,USD,ap-southeast-1,none,na,TEST,res-db.647,tkt-3710,"Neha Gupta, 04412345678 reported latency",INC9395,,Reserve,ops,PROJ_BETA,False,-398,88.03,ON_DEMAND,,,
U29992,  ACCT-039  ,25-05-2025 11:40:00,CDN,VM_std_4,55167,min,INR6143.23,EUR,ap-south1,free_tier,TEAM-ML,prod,res-lb-tcp-394,tkt-4363,Automated: Disk I/O anomaly detected,INC-3764,2025-Q1,N/A,engineering,Delta,y,-49,103.28,ON_DEMAND,,,
U20409,acct-0037,2025-09-17 11:28:00,Analytics,VM_basic_2,136113,minute,$4733.01,Us Dollar,us east 1,NONE,sre,stage,na,,Incident follow-up for Sara Chen,INCI_7938,1,Spot,prod,Delta,,186,105.54,ON_DEMAND,,,
U20906,acct-0037,2025/08/19 07:39,Compute,Vm_Std_2,179955,minutes,5414.57,USD,ap-southeast-1,free-tier,N/A,Staging,res-lb-tcp_440,T-4515,Incident follow-up for Neha Gupta,,V1.0,SPOT,XYZ999,unknown,,-173,104.64,ON_DEMAND,,,
U20149,acct-0036,2025-08-23T09:36:00+05:30,CDN,VM.PREM.8,151131,minute,₹2844.18,Us Dollar,AP-SE-1,CREDIT,team_ml,dev,RES-VM-244,tkt-6187,Incident follow-up for Carlos Rivera,INCI_4361,v1,ri,Data Science,alpha,No,498,N/A,ON_DEMAND,,,
U20867,acct007,2026-02-14 25:58,Security,vm-Std-2,"222,746",hr,INR835.70,usd,us_east_1,credit,TEAM-ML,Prod,res-vm-426,T-5166,Automated: Disk I/O anomaly detected,INC9379,1,ondemand,XYZ999,proj-beta,yes,409,105.47,RESERVED,,,
U29705,ACCT_025,09/13/2025 12:05,ML & AI,Vmstd16,"68,480",hrs,$4583.67,EUR,ap_south_1,na,grp-ml,N/A,res-func-862,TICKET-4613,Access denied for user Neha Gupta,INC-3638,,on_demand,DATA_SCIENCE,epsilon,FALSE,-488,106.96,RESERVED,,,
U26737,Acct-039,2025/08/08 18:21,Analytics,Vm_STD_8,41665,seconds,"INR9,156.59",,ap_south_1,N/A,data,Dev,na,tkt-4992,Access denied for user Carlos Rivera,INCI_6122,V1,SPOT,operations,na,true,-247,83.29,ON_DEMAND,,,
U24722,ACCT_021,2025-07-30 08:50:00,Networking,VM-STD-2,150924,hour,5236.78,INR₹,eu-central1,N/A,N/A,development,res-vm.220,,Billing dispute from sara.c@corp.net,Incident-1990,V1,N/A,N/A,proj_delta,0,-29,N/A,RESERVED,,,
U29436,ACCT_047,2025-06-28 25:39,CDN,Vm_Std_4,"167,167",hours,USD 8449.34,na,eucentral1,N/A,finops,,res-func.745,tkt-3058,"Neha Gupta, +1-555-0192 reported latency",INC-4683,V1,on_demand,product,Alpha,N,-285,na,ON_DEMAND,,,
U24922,ACCT029,22-02-2026 14:14:00,Compute,vm_std_16,"266,895",s,$3410.31,inr,us-east-1,free-tier,TEAM-BACKEND,prod,res-lb-tcp452,tkt-5965,"Neha Gupta, +1-555-0192 reported latency",INC3917,1,SPOT,operations,PROJ_BETA,no,-483,88.71,SPOT,,,
U29439,ACCT-003,2025/01/24 11:07,Networking,vm_PREM_2,161403,min,1012.51,inr,US-EAST-1,freetier,DEVOPS,na,RES-FUNC337,ticket4119,Access denied for user Neha Gupta,INC-5781,V2,N/A,XYZ999,UNKNOWN,,-334,N/A,ON_DEMAND,,,
U26538,acct016,2025-01-01 08:18:00+00:00,Containers,VM.STD.4,71372,minute,"$7,423.83",usd,eu-central-1,none,N/A,N/A,vm-928,ticket8064,Incident follow-up for Neha Gupta,incident-4631,v2,ondemand,PRODUCT,proj-alpha,yes,23,82.31,ON_DEMAND,,,
U28781,acct-025,2025-02-14 22:14:00-08:00,CDN,Vmbasic8,49095,hr,"₹7,810.44",usd,ap-south1,N/A,team_devops,Staging,RES-VM.406,ticket5748,Ticket raised by Arjun Sharma (carlos.r@firm.co),,1,Spot,operations,proj-alpha,yes,376,,ON_DEMAND,,,
U29441,acct-045,01/27/2026 23:45,Storage,vm.STD.2,10914,minute,"₹4,530.52",Us Dollar,eu-central1,Credit,TEAM-FRONTEND,STAGING,res-func796,TKT-9121,Customer Carlos Rivera raised billing issue,Incident-6339,v1,SPOT,PRODUCT,proj_alpha,false,157,N/A,ON_DEMAND,,,
U20905,ACCT_015,2025-01-06 06:39:00+00:00,Networking,VM.BASIC.16,21957,minute,INR1882.46,eur,us_east_1,na,Team-FINOPS,Prod,res-lb-tcp261,N/A,Auto ticket: Memory utilization high,,N/A,ON-DEMAND,fin,unknown,yes,-73,N/A,SPOT,,,
U28858,ACCT_020,05-02-2025 13:58:00,Networking,vm.prem.16,"326,109",hrs,€2595.81,N/A,US-EAST-1,,devops,Prod,res-vm-166,TICKET-4363,Access denied for user Neha Gupta,Incident-5370,2025-Q1,On-Demand,fin,proj_alpha,Y,-340,82.26,RESERVED,,,
U21014,acct002,2025-05-04T07:03:00+05:30,Database,VM_Std_16,"333,752",second,"€8,377.02",eur,us-east-1,free_tier,backend,dev,res-lb-tcp-557,,Customer Kevin Park raised billing issue,INCI_2022,2025-Q4,ondemand,Data Science,PROJ-ALPHA,false,362,82.1,RESERVED,,,
U22355,acct-038,2025-09-10T12:22:00+05:30,ML & AI,vmPREM8,"282,041",minute,"USD 9,480.14",USD,us east 1,credit,grp-sre,N/A,RES-DB046,TKT-5357,"Neha Gupta, 04412345678 reported latency",Incident-1988,2025-q1,spot,FINANCE,proj-delta,1,-167,N/A,RESERVED,,,
U27886,Acct-031,2025-11-05 09:49:00+00:00,Analytics,VM_prem_2,343561,minutes,"€2,587.87",usd,EU-CENTRAL-1,free-tier,DATA,na,RES-DB882,Ticket-6433,Ticket raised by Neha Gupta (arjun.s@corp.com),,V3,Reserved,eng,proj_delta,True,-184,89.6,RESERVED,,,
U28045,acct-033,2025/12/05 17:05,Serverless,vm-basic-2,92883,hours,3081.21,INR,ap south 1,,team_data,Prod,N/A,T-4638,Incident follow-up for Carlos Rivera,INC3744,,SPOT,DATA_SCIENCE,proj_delta,No,26,82.05,ON_DEMAND,,,
U24078-DUP,acct-0022,2025-02-09 25:56,Analytics,vm.std.8,179949,minutes,$432.08,INR,US-EAST-1,Credit,team-frontend,dev,RES-VM_947,T-4828,"Neha Gupta, 04412345678 reported latency",INC-7358,2025-Q1,Reserve,N/A,DELTA,,-204,,RESERVED,,,
U25529,ACCT_018,2025-04-30T14:47:00+05:30,Compute,Vm.std.16,298227,hr,$6994.30,Us Dollar,us east 1,N/A,,production,RES-VM_149,TICKET-7825,Billing dispute from neha.g@company.in,INC-1272,V2.0,ri,DS,DELTA,NO,-132,na,ON_DEMAND,,,
U21415,  ACCT-042  ,26-07-2025 00:22:00,Serverless,vm.STD.8,213269,seconds,USD 3823.87,usd,us_east_1,freetier,team_sre,Staging,res-vm.574,Ticket-6243,Automated: Disk I/O anomaly detected,incident-5426,2025-q4,ON-DEMAND,FIN,beta,yes,-228,105.71,ON_DEMAND,,,
U22937,ACCT-047,01/16/2025 05:15,Analytics,vm.prem.2,89727,second,INR1787.69,na,ap_south_1,free-tier,TEAM-DATA,N/A,N/A,N/A,System alert: CPU spike on resource,incident-4773,v1,ondemand,prod,Delta,Y,-373,82.82,ON_DEMAND,,,
U22962,acct-0006,2025/01/25 20:29,Serverless,vm_BASIC_16,203125,hours,7198.05,inr,ap_southeast_1,N/A,team-frontend,Staging,RES_LB112,TICKET-9857,System alert: CPU spike on resource,INC7749,,On-Demand,FIN,Alpha,0,-96,N/A,ON_DEMAND,,,
U21462,acct-0015,02/18/2026 17:39,Compute,Vm_STD_8,244069,min,USD 26.65,Us Dollar,CA-CENTRAL,NONE,team_ml,STAGING,res-lb-tcp_800,N/A,"Neha Gupta, 9876543210 reported latency",INC6892,V2,Spot,ENG,proj-epsilon,y,-459,na,ON_DEMAND,,,
U26469,  ACCT-016  ,2025-04-14 18:22:00,Database,Vm-std-8,"327,357",minute,₹2179.48,Us Dollar,us east 1,credit,grp-sre,Testing,RES-VM471,tkt-4837,Ticket raised by Neha Gupta (kevin.p@biz.org),incident-5920,V1.0,Spot,DS,DELTA,,-443,106.87,RESERVED,,,
U29438,ACCT-041,30-07-2025 19:41:00,Storage,vmSTD16,"79,038",hour,"USD 9,393.29",INR₹,EU Central,credit,FRONTEND,PROD,N/A,T-3475,support contact Carlos Rivera,N/A,V3,preemptible,product,UNKNOWN,y,-81,N/A,SPOT,,,
U26371,acct-0035,2025-03-21T04:12:00+05:30,Containers,vm_Std_8,95312,hour,"8,958.54",Us Dollar,eu_central_1,NONE,TEAM-SRE,Staging,RES-VM-642,tkt-2065,Access denied for user Carlos Rivera,INC5960,v2,On-Demand,engineering,proj-alpha,false,130,N/A,RESERVED,,,
U29063,  ACCT-040  ,2026-02-01T00:58:00+05:30,Security,vm-Std-16,"255,629",minutes,USD 1358.68,eur,Canada Central,Credit,TEAM-SRE,DEV,res-func-289,T-8095,Incident follow-up for Carlos Rivera,Incident-3950,v1.0,Spot,OPS,Proj-Beta,false,-443,91.97,ON_DEMAND,,,
U22392,acct008,12/27/2025 14:06,Security,VmStd8,"16,934",minute,"$2,366.21",eur,EU Central,none,grp-data,staging,res-lb-tcp-204,tkt-4496,"Neha Gupta, +1-555-0192 reported latency",INC-6520,V2,ri,fin,proj-alpha,False,-192,,ON_DEMAND,,,
U25540,acct034,04-06-2025 14:41:00,Analytics,VM.basic.4,343457,hour,4666.84,,Singapore,credit,grp-devops,stage,RES_LB.430,tkt-1218,Ticket raised by Arjun Sharma (carlos.r@firm.co),INC-6734,2025-q4,Preemptible,ENG,beta,0,-152,N/A,SPOT,,,
U20461,ACCT-027,2025-12-09 02:29:00,Serverless,Vm.STD.4,"313,722",hours,"6,172.69",na,eu-central1,,N/A,production,vm.177,Ticket-9064,Ticket raised by Neha Gupta (neha.g@company.in),INC3978,V1,Reserve,N/A,beta,y,-116,105.74,ON_DEMAND,,,
U20972,acct-006,2025-03-29 21:57:00-08:00,Storage,Vm_BASIC_8,31453,hours,"$3,299.34",usd,eu-central-1,none,N/A,development,RES_LB073,N/A,Incident follow-up for Kevin Park,N/A,V2.0,OD,PRODUCT,Proj-Beta,Y,-89,N/A,ON_DEMAND,,,
U22704,acct-0001,2025-07-12T16:15:00+05:30,ML & AI,Vm_std_16,57416,s,4296.04,INR,ap-southeast-1,FreeTier,,PROD,N/A,tkt-6693,Auto ticket: Memory utilization high,incident-8133,2025-q1,Preemptible,OPS,proj_delta,1,335,104.83,ON_DEMAND,,,
U26075,acct-024,2026/02/22 02:03,Security,Vm.prem.4,219821,seconds,€9962.64,EUR,eucentral1,free_tier,FRONTEND,Dev,RES-FUNC391,tkt-7587,support contact Sara Chen,INCI_1541,v1,RESERVED,DS,proj-beta,N,374,,ON_DEMAND,,,
U21039,ACCT_030,2025/10/01 01:04,Analytics,VM.Std.2,98857,second,8048.02,EUR,ap-south-1,Credit,N/A,stage,vm-948,TKT-8294,Ticket raised by Kevin Park (sara.c@corp.net),N/A,v3,RI,eng,Beta,no,312,91.48,ON_DEMAND,,,
